TextFK	w1	w2	ct	sentence_number	vidn	comm
5367	808948	808949	ІСL directПВЙРКРЛРЙЕКЕЛЕИЕйРкРлРиЕМРМЗМЧМЕЧРЧЗЧЕ	1		
5367	808949	808950	ПП3 	1	16	
5367	808952	808953	ПП	2	16	
5367	808954	808955	КЗ	2	12	
5367	808954	808952	ДП	2	2	
5367	808954	808959	0Б	2		
5367	808955	808956	СУ	2	13	
5367	808956	808957	СУ	2	13	
5367	808959	808960	КЗ	2	12	
5367	808960	808961	ІС	2	8	
5367	808961	808962	СУ	2	13	
5367	808962	808963	СУ	2	13	
5367	808966	808965	КЗ	3	12	
5367	808966	808972	0Б	3		
5367	808966	808967	ДС	3	7	
5367	808966	808968	ДП	3	2	
5367	808968	808969	ПП	3	16	
5367	808972	808971	КЗ	3	12	
5367	808972	808975	СУ	3	13	
5367	808972	808973	ДС	3		
5367	808973	808974	ПП	3	16	
5367	808975	808976	СУ	3	13	
5367	808976	808977	ДП	3	2	
5367	808976	808979	ДС	3	3	
5367	808977	808978	ПП	3	16	
5367	808982	808983	ДП	4	2	
5367	808982	808986	СУ	4	13	
5367	808983	808984	ПП	4	16	
5367	808986	808987	СУ	4	13	
5367	808987	808991	СУ	4	13	
5367	808987	808988	ДП	4	2	
5367	808988	808989	ПП	4	16	
5367	808991	808992	СУ	4	13	
5367	808992	808994	ДП	4	2	
5367	808992	808993	ДС	4	3	
5367	808994	808995	ПП	4	16	
5367	808998	808997	КЗ	5	12	
5367	808998	808999	ДП	5	2	
5367	808998	809003	0G	5		
5367	808998	809011	СО	5	13	
5367	808999	809001	ПП	5	16	
5367	809001	809000	ІС	5		
5367	809003	809004	0G	5		
5367	809004	809005	ДП	5	2	
5367	809004	809007	ДС	5	3	
5367	809005	809006	ПП	5	16	
5367	809011	809010	ДС	5	7	
5367	809011	809012	ДС	5	3	
5367	809012	809017	СО	5	13	
5367	809017	809014	ІС	5	8	
5367	809017	809016	ІС	5	8	
5367	809017	809018	ІП	5	2	
5367	809017	809023	ІП	5	2	
5367	809017	809029	0F	5		
5367	809018	809020	ПП	5	16	
5367	809020	809019	ІС	5	8	
5367	809020	809021	ІС	5	9	
5367	809023	809025	ПП	5	16	
5367	809025	809024	ІС	5	8	
5367	809025	809026	ІС	5		
5367	809029	809028	КЗ	5	12	
5367	809029	809030	ДС	5		
5367	809029	809033	0D	5	7	
5367	809030	809031	ПП	5	16	
5367	809033	809034	ДС	5	3	
5367	809033	809035	ДС	5		
5367	809035	809036	ПП	5	16	
5367	809041	809046	ДП	6	2	
5367	809041	809042	КЗ	6	12	
5367	809041	809043	ДП	6	2	
5367	809041	809048	ДП	6	2	
5367	809041	809054	0Б	6		
5367	809043	809044	ПП	6	16	
5367	809046	809047	ПП	6	16	
5367	809048	809051	ПП	6	16	
5367	809051	809050	ІС	6	8	
5367	809051	809049	ІС	6	8	
5367	809054	809055	ДС	6	1	
5367	809054	809057	ЗВ	6		
5367	809060	809062	0S	7		
5367	809062	809063	0S	7		
5367	809063	809065	ДП	7	2	
5367	809065	809066	ПП	7	16	
5367	809072	809070	ЧК	8	15	
5367	809072	809071	РС	8	7	
5367	809072	809068	ЗВ	8		
5367	809077	809075	ЗВ	9		
5367	809077	809078	ІС	9	8	
5367	809077	809079	ІС	9	8	
5367	809083	809082	ІС	10	8	
5367	809084	809083	КЗ	10	12	
5367	809084	809085	ДС	10	3	
5367	809084	809086	ДП	10	2	
5367	809084	809081	ДС	10	7	
5367	809084	809089	0G	10		
5367	809086	809087	ПП	10	16	
5367	809089	809090	0G	10		
5367	809090	809091	ДС	10	7	
5367	809090	809092	ДС	10	5	
5367	809090	809092	ДС	10	5	
5368	809094	809095	ДП	1	2	
5368	809095	809096	ПП	1	16	
5368	809096	809097	СУ	1	13	
5368	809097	809098	СУ	1	13	
5368	809101	809102	ПП	2	16	
5368	809103	809101	ДП	2	2	
5368	809104	809103	ДС	2	1	
5368	809104	809107	0Б	2		
5368	809107	809108	ДП	2	2	
5368	809107	809106	ДЗ	2		
5368	809108	809110	ПП	2	16	
5368	809110	809109	ІС	2	8	
5368	809112	809113	КЗ	3	12	
5368	809112	809114	ДС	3		
5368	809112	809117	0P	3	19	
5368	809114	809119	СО	3	13	
5368	809117	809116	АС	3	1	
5368	809121	809122	ІС	4	8	
5368	809123	809124	АП	4	2	
5368	809123	809121	КЗ	4	12	
5368	809123	809128	АП	4	2	
5368	809123	809134	0Б	4		
5368	809124	809125	ПП	4	16	
5368	809125	809126	ІС	4	9	
5368	809128	809129	ПП	4	16	
5368	809129	809130	ІС	4	9	
5368	809130	809131	ІС	4	8	
5368	809134	809135	ДП	4	2	
5368	809134	809133	КЗ	4	12	
5368	809134	809138	ДП	4	2	
5368	809135	809137	ПП	4	16	
5368	809137	809136	ІС	4	8	
5368	809138	809140	ПП	4	16	
5368	809140	809139	ІС	4	8	
5368	809140	809141	ДП	4	2	
5368	809141	809143	ПП	4	16	
5368	809143	809142	ІС	4	8	
5368	809145	809146	ПП	5	16	
5368	809147	809149	КЗ	5	12	
5368	809147	809145	ДП	5	2	
5368	809149	809148	ІС	5	8	
5368	809149	809150	ІС	5	9	
5368	809150	809151	ІС	5	8	
5368	809150	809152	ІС	5	8	
5368	809152	809154	СО	5	13	
5368	809154	809156	СО	5	13	
5368	809159	809160	КЗ	6	12	
5368	809159	809161	ДП	6	2	
5368	809160	809165	0P	6	19	
5368	809161	809163	ПП	6	16	
5368	809163	809162	ІС	6	8	
5368	809165	809167	АП	6	2	
5368	809167	809168	ПП	6	16	
5368	809168	809169	ІС	6	8	
5368	809171	809172	АС	7	1	
5368	809174	809171	ІС	7	8	
5368	809174	809173	ІС	7	8	
5368	809174	809176	0Б	7		
5368	809176	809177	СУ	7	13	
5368	809177	809178	СУ	7	13	
5368	809178	809180	СО	7	13	
5368	809180	809181	СУ	7	13	
5368	809181	809182	СУ	7	13	
5368	809182	809183	СО	7	13	
5368	809183	809184	ІП	7	2	
5368	809183	809187	СО	7	13	
5368	809184	809185	ПП	7	16	
5368	809187	809188	ІП	7	2	
5368	809187	809191	СО	7	13	
5368	809188	809189	ПП	7	16	
5368	809191	809192	ІП	7	2	
5368	809192	809194	ПП	7	16	
5368	809194	809193	ІС	7	8	
5368	809196	809197	ІС	8	8	
5368	809198	809196	КЗ	8	12	
5368	809198	809201	0G	8		
5368	809198	809199	ДС	8	3	
5368	809201	809204	0G	8		
5368	809202	809203	ІС	8	8	
5368	809204	809206	ДП	8	2	
5368	809204	809205	УС	8		
5368	809204	809202	КЗ	8	12	
5368	809206	809207	ПП	8	16	
5368	809215	809214	ІС	9	8	
5368	809216	809215	ДС	9	3	
5368	809216	809213	КЗ	9	12	
5368	809216	809218	0S	9		
5368	809216	809211	ДС	9	4	
5368	809218	809224	0S	9		
5368	809219	809220	ІП	9	2	
5368	809220	809221	ПП	9	16	
5368	809221	809222	ІС	9	8	
5368	809224	809219	КЗ	9	12	
5369	809228	809229	ІПL	1	2	directПВЙРКРЛРЙЕКЕЛЕИЕйРкРлРиЕМРМЗМЧМЕЧРЧЗЧЕ
5369	809229	809231	ПП	1	16	3
5369	809231	809230	ІС	1	8	a2
5369	809234	809233	КЗ	2	12	
5369	809234	809235	ДС	2	3	
5369	809234	809236	ДП	2	2	
5369	809236	809239	ПП	2	16	
5369	809239	809238	ІС	2	8	
5369	809239	809237	ІС	2	8	
5369	809241	809242	КЗ	3	12	238 tri 2->1 rev pnum:1 wg:1
5369	809245	809246	ДП	4	2	123 tri 1->2 pnum:1 wg:1
5369	809247	809244	КЗ	4	12	6 tri 2->1 pnum:5 wg:1
5369	809247	809245	ДП	4	2	123 tri 3->1 pnum:1 wg:1
5369	809249	809250	КЗ	5	12	
5369	809249	809251	ДП	5	2	
5369	809249	809254	0S	5		
5369	809251	809252	ПП	5	16	
5369	809254	809256	0S	5		
5369	809256	809255	КЗ	5	12	
5369	809256	809263	ДС	5	3	
5369	809258	809259	АП	5	2	
5369	809258	809257	АС	5	1	
5369	809258	809260	АС	5	1	
5369	809263	809262	ІС	5	8	
5369	809263	809261	ІС	5	8	
5369	809263	809258	ІС	5	8	
5369	809268	809267	ДС	6	3	415 tri 2->1 pnum:1 wg:1
5369	809268	809266	ДПL	6	2	reversПТЙВКВЛВЙУКУЛУИУйВкВлВиУМВМЛМХМУЧВЧЛЧУЙТКТЛТЙЮКЮЛЮИЮйТкТлТиЮМТМММЦМЮЧТЧЮПВПППР
5369	809268	809265	КЗ	6	12	6 tri 2->1 pnum:5 wg:1
5369	809270	809271	ДПL	7	2	directЙДКДЛДЙОКОЛОИОйДкДлДиОМДМКМОЧДЧКЧОЙТКТЛТЙЮКЮЛЮИЮйТкТлТиЮМТМММЦМЮЧТЧЮПВПППРПТЙВКВЛВЙУКУЛУИУйВкВлВиУМВМЛМХМУЧВЧЛЧУ
5369	809270	809273	ДС	7	3	202  2->1 secmaster pnum:5 wg:1
5369	809271	809272	ПП	7	16	3
5369	809276	809277	ІП	8	2	
5369	809277	809279	ПП	8	16	
5369	809279	809278	ІС	8	8	
5369	809280	809281	ПП	8	16	
5369	809282	809283	ПП	8	16	
5369	809284	809282	ДП	8	2	
5369	809284	809280	ДП	8	2	
5369	809284	809276	КЗ	8	12	
5369	809287	809286	АС	9	1	
5369	809288	809287	ІС	9	8	
5369	809289	809290	ПП	9	16	
5369	809290	809291	ІС	9	8	
5369	809292	809289	ДП	9	2	
5369	809292	809288	КЗ	9	12	
5369	809295	809296	ДП	10	2	
5369	809295	809300	КЗ	10	12	
5369	809295	809294	ДЗ	10		
5369	809296	809297	ПП	10	16	
5369	809300	809299	ІС	10	8	
5369	809300	809298	ІС	10	8	
5369	809302	809303	ДСL	11	4	directЙВКВЛВЙУКУЛУИУйВкВлВиУМВМЛМХМУЧВЧЛЧУЙТКТЛТЙЮКЮЛЮИЮйТкТлТиЮМТМММЮЧТЧМЧЮПВПР
5369	809302	809304	КЗ	11	12	240 tri 2->1 rev pnum:5 wg:1
5369	809306	809307	ДП	12	2	123 tri 1->2 pnum:1 wg:1
5369	809308	809309	КЗ	12	12	240 tri 2->1 rev pnum:1 wg:1
5369	809308	809306	ДП	12	2	123 tri 3->1 pnum:1 wg:1
5369	809312	809311	КЗ	13	12	
5369	809312	809313	ДС	13	7	
5369	809312	809314	ДП	13	2	
5369	809314	809315	ПП	13	16	
5369	809315	809316	ІС	13	9	
5369	809319	809321	ПП	14	16	
5369	809321	809320	ІС	14	8	
5369	809322	809323	АП	14	2	
5369	809323	809324	АП	14	2	
5369	809326	809328	АС	14	1	
5369	809328	809327	ІС	14	8	
5369	809332	809330	ДП	14	2	
5369	809332	809331	ДС	14	3	
5369	809332	809333	КЗ	14	12	
5369	809332	809319	ДП	14	2	
5369	809333	809322	0P	14	19	
5369	809333	809326	0P	14	19	
5369	809336	809337	АС	15	1	
5369	809339	809340	АС	15	1	
5369	809343	809341	ІС	15	8	
5369	809343	809342	ІС	15	8	
5369	809343	809336	ІС	15	8	
5369	809343	809339	ІС	15	8	
5369	809348	809346	КЗ	16	12	
5369	809348	809347	КЗ	16	12	
5369	809348	809352	СО	16	13	
5369	809352	809350	КЗ	16	12	
5369	809352	809351	КЗ	16	12	
5369	809352	809356	0Б	16		
5369	809356	809357	КЗ	16	12	
5369	809356	809355	ДС	16	4	
5369	809356	809359	0S	16		
5369	809359	809360	0S	16		
5369	809360	809368	0Б	16		
5369	809360	809361	ДП	16	2	
5369	809361	809362	ПП	16	16	
5369	809362	809364	АК	16		
5369	809364	809363	ІС	16	8	
5369	809364	809365	СУ	16	13	
5369	809365	809366	СУ	16	13	
5369	809368	809369	ДП	16	2	
5369	809368	809367	КЗ	16	12	
5369	809368	809372	0D	16	7	
5369	809369	809370	ПП	16	16	
5369	809372	809373	ДС	16	3	
5370	809377	809376	ІС	1	8	a2
5370	809379	809380	ДС	2	3	
5370	809379	809381	ДП	2	2	
5370	809379	809384	СО	2	13	
5370	809379	809398	0Б	2		
5370	809381	809382	ПП	2	16	
5370	809384	809385	ДС	2	3	
5370	809384	809386	ДП	2	2	
5370	809384	809389	СУ	2	13	
5370	809386	809387	ПП	2	16	
5370	809387	809388	ІС	2	8	
5370	809389	809390	СУ	2	13	
5370	809390	809391	ДП	2	2	
5370	809390	809395	ДС	2	4	
5370	809391	809392	ПП	2	16	
5370	809394	809393	АС	2	1	
5370	809395	809394	ІС	2	8	
5370	809398	809397	ГЗ	2		
5370	809398	809399	КЗ	2	12	
5370	809398	809405	0S	2		
5370	809399	809402	СО	2	13	
5370	809402	809401	ІС	2	8	
5370	809402	809403	ІС	2	8	
5370	809405	809406	0S	2		
5370	809406	809407	ДС	2	3	
5370	809406	809408	КЗ	2	12	
5370	809406	809411	ДС	2	4	
5370	809410	809409	АС	2	1	
5370	809411	809410	ІС	2	8	
5370	809413	809414	КЗ	3	12	
5370	809413	809416	ДС	3	4	
5370	809413	809418	СО	3	13	
5370	809416	809415	ІС	3	8	
5370	809418	809419	ДС	3	3	
5370	809418	809424	КЗ	3	12	
5370	809418	809421	ДП	3	2	
5370	809419	809420	ІС	3	8	
5370	809421	809423	ПП	3	16	
5370	809423	809422	ІС	3	8	
5370	809426	809429	ПП	4	16	
5370	809429	809428	ІС	4	8	
5370	809429	809427	ІС	4	8	
5370	809430	809431	ПП	4	16	
5370	809431	809432	СУ	4	13	
5370	809432	809433	СУ	4	13	
5370	809436	809437	ДП	4	2	
5370	809436	809435	ДС	4	4	
5370	809436	809434	КЗ	4	12	
5370	809436	809426	ДП	4	2	
5370	809436	809430	ДП	4	2	
5370	809437	809440	ПП	4	16	
5370	809440	809439	ІС	4	8	
5370	809440	809438	ІС	4	8	
5370	809442	809443	ДС	5	3	
5370	809442	809444	ДП	5	2	
5370	809442	809447	СО	5	13	
5370	809444	809445	ПП	5	16	
5370	809447	809448	ДС	5	3	
5370	809447	809449	ДП	5	2	
5370	809447	809452	СУ	5	13	
5370	809449	809450	ПП	5	16	
5370	809450	809451	ІС	5	8	
5370	809452	809453	СУ	5	13	
5370	809453	809454	ДП	5	2	
5370	809453	809458	ДС	5	4	
5370	809454	809455	ПП	5	16	
5370	809458	809457	ІС	5	8	
5370	809458	809456	ІС	5	8	
5370	809460	809461	КЗ	6	12	9 tri 2->1 rev pnum:1 wg:1
5370	809461	809462	СУ	6	13	3
5370	809462	809463	СУ	6	13	4
5370	809465	809466	КЗ	7	12	9 tri 2->1 rev pnum:1 wg:1
5370	809466	809467	ІС	7	8	211 tri 2->1 pnum:1 wg:1
5370	809466	809468	ІС	7	8	34 tri 2->1 rev pnum:5 wg:3
5370	809470	809471	ПП	8	16	123 tri 1->2 pnum:1 wg:1
5370	809472	809473	КЗ	8	12	9 tri 2->1 rev pnum:1 wg:1
5370	809472	809470	ДП	8	2	123 tri 3->1 pnum:1 wg:1
5370	809476	809477	КЗ	9	12	592 tri 2->1 pnum:1 wg:1
5370	809476	809475	ДС	9	7	207 tri 2->1 pnum:5 wg:3
5371	809480	809479	ІС	1	8	a2
5371	809483	809482	ЧК	2	15	
5371	809483	809484	ІП	2	2	
5371	809483	809487	СУ	2	13	
5371	809484	809485	ПП	2	16	
5371	809487	809488	СУ	2	13	
5371	809488	809489	ІП	2	2	
5371	809489	809490	ПП	2	16	
5371	809491	809492	ПП	2	16	
5371	809493	809491	ДП	2	2	
5371	809493	809495	ДС	2	4	
5371	809493	809496	СУ	2	13	
5371	809493	809483	0Б	2		
5371	809495	809494	ІС	2	8	
5371	809496	809498	СУ	2	13	
5371	809498	809499	ДП	2	2	
5371	809498	809497	ДС	2	3	
5371	809498	809504	ДС	2	4	
5371	809499	809501	ПП	2	16	
5371	809501	809500	ІС	2	8	
5371	809504	809503	ІС	2	8	
5371	809504	809502	ІС	2	8	
5371	809509	809508	ІС	3	9	
5371	809509	809506	КЗ	3	12	
5371	809513	809514	ІС	4	8	
5371	809513	809511	КЗ	4	12	
5371	809516	809517	ПП	5	16	
5371	809518	809516	ДП	5	2	
5371	809518	809520	0S	5		
5371	809520	809523	0S	5		
5371	809523	809521	ДС	5	7	
5371	809523	809521	ДС	5	7	
5371	809523	809522	ЧК	5	15	
5371	809527	809528	ІС	6	8	
5371	809530	809529	ІС	6	8	
5371	809530	809525	КЗ	6	12	
5371	809530	809534	0I	6		
5371	809530	809527	ІС	6	9	
5371	809532	809533	ПП	6	16	
5371	809534	809535	ДС	6		
5371	809534	809532	ДП	6	2	
5371	809538	809537	КЗ	7	12	
5371	809538	809541	0Б	7		
5371	809541	809546	0S	7		
5371	809541	809540	КЗ	7	12	
5371	809541	809544	АС	7	1	
5371	809544	809543	ІС	7	8	
5371	809544	809542	ІС	7	8	
5371	809546	809552	0S	7		
5371	809548	809547	ІС	7	8	
5371	809548	809549	ІС	7	9	
5371	809552	809551	ЧК	7	15	
5371	809552	809550	ДС	7	3	
5371	809552	809548	КЗ	7	12	
5371	809552	809554	ДС	7	4	
5371	809554	809553	ІС	7	8	
5371	809559	809557	УС	8		
5371	809559	809560	ДП	8	2	
5371	809559	809558	ДС	8	4	
5371	809559	809556	КЗ	8	12	
5371	809559	809563	СУ	8	13	
5371	809560	809561	ПП	8	16	
5371	809563	809566	СУ	8	13	
5371	809564	809565	ПП	8	16	
5371	809566	809564	ДП	8	2	
5371	809572	809577	ЗБ	9	10	
5371	809575	809574	ЧК	9	15	
5371	809575	809572	КЗ	9	12	
5371	809575	809571	ЧК	9	15	
5371	809575	809573	ДС	9	4	
5371	809575	809587	ЗВ	9		
5371	809587	809579	ІС	9	8	
5371	809587	809580	ІС	9	8	
5371	809587	809582	ІС	9	8	
5371	809587	809583	ІС	9	8	
5371	809587	809585	ІС	9	8	
5371	809587	809586	ІС	9	8	
5372	809589	809590	ІС	1		
5372	809593	809596	СО	2	13	
5372	809593	809592	КЗ	2	12	
5372	809596	809595	КЗ	2	12	
5372	809596	809599	СО	2	13	
5372	809599	809598	КЗ	2	12	
5372	809599	809600	ДС	2	7	
5372	809599	809605	СО	2	13	
5372	809600	809602	СО	2	13	
5372	809602	809604	СО	2	13	
5372	809605	809607	СО	2	13	
5372	809607	809609	СО	2	13	
5372	809609	809610	ДС	2	7	
5372	809613	809615	ЗБ	3	10	
5372	809615	809616	ПП	3	16	
5372	809616	809620	0Б	3		
5372	809616	809624	0Б	3		
5372	809619	809618	ЧК	3	15	
5372	809620	809619	ІС	3	9	
5372	809623	809622	ЧК	3	15	
5372	809624	809623	КЗ	3	12	
5372	809624	809625	ДП	3	2	
5372	809625	809626	ПП	3	16	
5372	809626	809627	ІС	3	9	
5372	809629	809630	ПП	4	16	
5372	809630	809631	ІС	4	9	
5372	809633	809635	ПП	4	16	
5372	809635	809634	ІС	4	8	
5372	809636	809639	ДС	4	3	
5372	809636	809633	ДП	4	2	
5372	809636	809629	ДП	4	2	
5372	809639	809638	ІС	4		
5372	809639	809637	ІС	4	8	
5372	809643	809644	ПП	5	16	
5372	809644	809645	ІС	5	8	
5372	809647	809642	ДС	5	7	
5372	809647	809646	КЗ	5	12	
5372	809647	809643	ДП	5	2	
5372	809647	809651	0Б	5		
5372	809650	809649	ЧК	5	15	
5372	809651	809650	КЗ	5	12	
5372	809654	809653	КЗ	6	12	
5372	809654	809655	ДС	6		
5372	809654	809658	0Б	6		
5372	809655	809657	СО	6	13	
5372	809658	809659	КЗ	6	12	
5372	809659	809660	ІС	6		
5372	809663	809678	0Б	7		
5372	809663	809664	ДП	7	2	
5372	809663	809666	КЗ	7	12	
5372	809663	809668	СУ	7	13	
5372	809663	809673	0Б	7		
5372	809664	809665	ПП	7	16	
5372	809668	809669	СУ	7	13	
5372	809669	809670	КЗ	7	12	
5372	809673	809674	ЧК	7	15	
5372	809678	809679	ДП	7	2	
5372	809678	809682	СО	7	13	
5372	809679	809680	ПП	7	16	
5372	809682	809684	ДП	7	2	
5372	809682	809686	СУ	7	13	
5372	809684	809685	ПП	7	16	
5372	809686	809690	СУ	7	13	
5372	809688	809689	ПП	7	16	
5372	809690	809687	КЗ	7	12	
5372	809690	809688	ДП	7	2	
5372	809693	809692	КЗ	8	12	
5372	809693	809695	0S	8		
5372	809695	809696	0S	8		
5372	809696	809697	КЗ	8	12	
5372	809699	809700	ПП	9	16	
5372	809702	809699	ІП	9	2	
5372	809702	809701	ЧК	9	15	
5372	809702	809704	СУ	9	13	
5372	809704	809705	СУ	9	13	
5372	809705	809706	ЧС	9	11	
5372	809705	809706	ЧС	9	11	
5372	809709	809714	0S	10		
5372	809709	809708	КЗ	10	12	
5372	809709	809711	0П	10		
5372	809711	809712	0П	10		
5372	809714	809716	СУ	10	13	
5372	809716	809715	ІС	10	8	
5372	809716	809717	ІП	10	2	
5372	809717	809718	ПП	10	16	
5372	809720	809721	КЗ	11	12	
5372	809720	809722	АС	11	1	
5372	809720	809727	0Б	11		
5372	809720	809734	0Б	11		
5372	809722	809723	СУ	11	13	
5372	809723	809724	СУ	11	13	
5372	809727	809729	0G	11		
5372	809727	809726	АС	11	1	
5372	809729	809731	0G	11		
5372	809731	809730	РС	11	7	
5372	809734	809736	ДС	11	4	
5372	809734	809733	КЗ	11	12	
5372	809736	809741	СО	11	13	
5372	809736	809737	АК	11		
5372	809741	809742	ІС	11		
5372	809741	809744	СУ	11	13	
5372	809744	809746	СУ	11	13	
5372	809752	809763	0Б	12		
5372	809752	809753	ДП	12	2	
5372	809753	809754	ПП	12	16	
5372	809754	809756	СО	12	13	
5372	809756	809757	СУ	12	13	
5372	809757	809758	СУ	12	13	
5372	809763	809764	ДП	12	2	
5372	809763	809761	ДС	12		
5372	809764	809765	ПП	12	16	
5372	809769	809771	0S	13		
5372	809771	809774	0S	13		
5372	809774	809775	0S	13		
5372	809774	809773	ДС	13	3	
5372	809774	809772	КЗ	13	12	
5372	809775	809777	0S	13		
5372	809777	809776	КЗ	13	12	
5372	809777	809778	ДС	13	3	
5372	809777	809779	ДС	13	7	
5372	809782	809781	ІС	14	8	
5372	809784	809783	ДС	14	7	
5372	809784	809782	КЗ	14	12	
5372	809784	809788	0Б	14		
5372	809788	809791	0Б	14		
5372	809788	809787	КЗ	14	12	
5372	809791	809790	ЧК	14	15	
5372	809791	809792	ДП	14	2	
5372	809792	809794	ПП	14	16	
5372	809794	809793	ІС	14		
5372	809799	809800	ІС	15	8	34 tri 2->1 rev pnum:5 wg:3
5372	809799	809798	ІС	15	8	a2
5372	809800	809801	АС	15	1	198 tri 2->1 rev pnum:1 wg:1
5372	809802	809799	КЗ	15	12	240 tri 2->1 pnum:5 wg:1
5372	809805	809806	ПП	16	16	
5372	809808	809807	ІС	16	8	
5372	809808	809810	0Б	16		
5372	809808	809805	ІП	16	2	
5372	809808	809817	0Б	16		
5372	809810	809811	ІП	16	2	
5372	809811	809812	ПП	16	16	
5372	809814	809815	СУ	16	13	
5372	809815	809816	СУ	16	13	
5372	809817	809814	ДС	16	7	
5372	809817	809818	ДС	16	3	
5372	809818	809819	СУ	16	13	
5372	809819	809820	СУ	16	13	
5372	809823	809825	ІП	17	2	
5372	809823	809822	ІС	17	8	
5372	809823	809829	0Б	17		
5372	809825	809826	ПП	17	16	
5372	809829	809831	ІП	17	2	
5372	809831	809832	ПП	17	16	
5372	809831	809832	ПП	17	16	
5372	809832	809833	ІС	17		
5372	809836	809835	ІС	18	8	
5372	809837	809836	КЗ	18	12	
5372	809837	809838	ДП	18	2	
5372	809837	809840	ДП	18	2	
5372	809838	809839	ПП	18	16	
5372	809840	809842	ПП	18	16	
5372	809842	809844	ІС	18	9	
5372	809842	809841	ІС	18	8	
5372	809844	809843	ІС	18	8	
5372	809848	809852	КЗ	19	12	
5372	809848	809849	ЗБ	19	10	
5372	809852	809851	ІС	19	8	
5372	809852	809853	ІС	19		
5372	809852	809854	ІП	19	2	
5372	809854	809855	ПП	19	16	
5372	809855	809857	0P	19	19	
5372	809857	809858	АС	19	1	
5373	809860	809861	ЧС	1	11	
5373	809860	809863	СУ	1	13	
5373	809863	809864	ЧС	1	11	
5373	809864	809866	ІС	1	8	
5373	809866	809867	СУ	1	13	
5373	809867	809868	СУ	1	13	
5373	809871	809870	ДС	1	3	
5373	809871	809872	ДП	1	2	
5373	809871	809864	КЗ	1	12	
5373	809871	809874	ДП	1	2	
5373	809872	809873	ПП	1	16	
5373	809874	809875	ПП	1	16	
5373	809877	809878	ПП	2	16	
5373	809879	809881	КЗ	2	12	
5373	809879	809877	ПП	2	16	
5373	809879	809885	СО	2	13	
5373	809881	809880	ІС	2	8	
5373	809883	809884	ПП	2	16	
5373	809885	809886	ДС	2	7	
5373	809885	809883	ДП	2	2	
5373	809889	809888	КЗ	3	12	
5373	809889	809890	ДС	3	3	
5373	809889	809897	СО	3	13	
5373	809890	809891	ІС	3	8	
5373	809894	809895	ПП	3	16	
5373	809897	809894	ДП	3	2	
5373	809897	809896	ЧК	3	15	
5373	809897	809893	ДС	3	4	
5373	809900	809899	ІС	4	8	
5373	809901	809900	ДС	4	3	
5373	809901	809902	КЗ	4	12	
5373	809901	809904	0Б	4		
5373	809904	809905	КЗ	4	12	
5373	809905	809906	ІС	4	8	
5373	809908	809909	ІС	5	8	
5373	809909	809911	СО	5	13	
5373	809911	809913	СО	5	13	
5373	809914	809908	КЗ	5	12	
5373	809914	809916	0G	5		
5373	809914	809921	0S	5		
5373	809916	809918	0G	5		
5373	809918	809919	ДІ	5		
5373	809918	809917	ДС	5	7	
5373	809921	809927	0S	5		
5373	809922	809923	ІП	5	2	
5373	809923	809925	ПП	5	16	
5373	809925	809924	ІС	5	8	
5373	809927	809926	ДС	5	4	
5373	809927	809928	ДП	5	2	
5373	809927	809922	КЗ	5	12	
5373	809928	809930	ПП	5	16	
5373	809930	809929	ІС	5	8	
5373	809932	809933	ЧС	6	11	
5373	809933	809934	ІС	6	8	
5373	809935	809936	ПП	6	16	
5373	809937	809938	ДС	6	3	
5373	809937	809935	ДП	6	2	
5373	809937	809932	КЗ	6	12	
5373	809937	809941	0S	6		
5373	809938	809939	ІС	6	8	
5373	809941	809942	0S	6		
5373	809942	809944	КЗ	6	12	
5373	809944	809943	ІС	6		
5373	809944	809945	ІС	6	8	
5373	809945	809947	СО	6	13	
5373	809947	809949	СО	6	13	
5373	809949	809951	СО	6	13	
5373	809953	809955	СО	7	13	
5373	809953	809958	0Б	7		
5373	809958	809957	ІС	7	8	
5373	809958	809959	ІП	7	2	
5373	809959	809960	ПП	7	16	
5373	809962	809963	КЗ	8	12	
5373	809962	809964	ДС	8		
5373	809962	809969	0Б	8		
5373	809964	809965	АП	8	2	
5373	809965	809966	ПП	8	16	
5373	809969	809968	КЗ	8	12	
5373	809969	809970	ДП	8	2	
5373	809970	809971	ПП	8	16	
5373	809973	809974	КЗ	9	12	
5373	809973	809976	0G	9		
5373	809976	809978	0G	9		
5373	809978	809977	ДС	9	3	
5373	809981	809983	ІС	10	9	39 tri 2->1 pnum:5 wg:5
5373	809983	809982	ІС	10	8	a2
5373	809985	809984	ІС	10	8	a2
5373	809985	809986	ІС	10	8	33 tri 2->1 rev pnum:5 wg:3
5373	809987	809985	ДСL	10	3	reversЙВКВЛВЙУКУЛУИУйВкВлВиУМВМЛМХМУЧВЧЛЧУПВПППРПТ
5373	809987	809981	КЗ	10	12	9 tri 2->1 pnum:5 wg:1
5373	809990	809991	КЗ	11	12	
5373	809990	809992	ДП	11	2	
5373	809990	809994	ДП	11	2	
5373	809990	809999	0Б	11		
5373	809992	809993	ПП	11	16	
5373	809994	809995	ПП	11	16	
5373	809995	809997	ІС	11	9	
5373	809997	809996	ІС	11	8	
5373	809999	810002	КЗ	11	12	
5373	809999	810008	0S	11		
5373	810002	810003	ФЗ	11		
5373	810002	810003	СУ	11	13	
5373	810003	810004	ФЗ	11		
5373	810004	810005	ФЗ	11		
5373	810008	810011	0S	11		
