TextFK	w1	w2	ct	sentence_number	vidn	comm
5419	821798	821799	СУ	7	13	
5419	821801	821798	ДС	7	7	
5419	821801	821800	КЗ	7	12	
5419	821801	821803	0П	7		
5419	821801	821807	0S	7		
5419	821803	821804	0П	7		
5419	821804	821805	ІС	7	9	
5419	821807	821808	0S	7		
5419	821808	821809	ДС	7	3	
5419	821808	821810	КЗ	7	12	
5420	821814	821815	ПП	1	16	3
5420	821815	821816	ІС	1	9	255 tri 2->1 pnum:1 wg:1
5420	821819	821818	РС	2	7	
5420	821821	821820	КЗ	2	12	
5420	821821	821819	ДС	2	7	
5420	821821	821824	0Б	2		
5420	821821	821826	СО	2	13	
5420	821823	821822	РС	2	7	
5420	821824	821823	РС	2	7	
5420	821826	821827	ДП	2	2	
5420	821826	821833	0Б	2		
5420	821827	821828	ПП	2	16	
5420	821833	821831	ДС	2	4	
5420	821833	821832	КЗ	2	12	
5420	821833	821838	СО	2	13	
5420	821835	821836	ІС	2	8	
5420	821838	821835	ДС	2	3	
5420	821838	821839	СУ	2	13	
5420	821838	821837	ЧК	2	15	
5420	821839	821843	СУ	2	13	
5420	821840	821841	СУ	2	13	
5420	821841	821842	СУ	2	13	
5420	821843	821844	ДП	2	2	
5420	821843	821840	ДС	2	7	
5420	821844	821845	ПП	2	16	
5420	821847	821848	ДС	3	3	
5420	821847	821849	ДП	3	2	
5420	821847	821852	СО	3	13	
5420	821849	821850	ПП	3	16	
5420	821852	821853	ДП	3	2	
5420	821852	821857	ДП	3	2	
5420	821853	821855	ПП	3	16	
5420	821855	821854	ІС	3	8	
5420	821857	821858	ПП	3	16	
5420	821858	821859	ІС	3	9	
5420	821864	821863	ЧК	4	15	
5420	821864	821862	КЗ	4	12	
5420	821864	821861	ДС	4	4	
5420	821864	821866	0S	4		
5420	821866	821870	0S	4		
5420	821868	821869	ПП	4	16	
5420	821870	821868	ДП	4	2	
5420	821870	821872	ДС	4	7	
5420	821870	821867	КЗ	4	12	
5420	821872	821871	ЧК	4	15	
5420	821876	821877	ДП	5	2	
5420	821876	821875	ДС	5	7	
5420	821876	821874	КЗ	5	12	
5420	821877	821878	ПП	5	16	
5420	821882	821881	КЗ	6	12	
5420	821882	821886	СО	6	13	
5420	821884	821885	ПП	6	16	
5420	821886	821884	ДП	6	2	
5420	821886	821888	0S	6		
5420	821888	821892	0S	6		
5420	821892	821890	АС	6	1	
5420	821892	821893	КЗ	6	12	
5420	821892	821895	0S	6		
5420	821893	821891	ІС	6	8	
5420	821895	821901	0S	6		
5420	821897	821899	ЗБ	6	10	
5420	821901	821896	КЗ	6	12	
5420	821901	821897	ДС	6	4	
5420	821903	821904	ПП	7	16	
5420	821905	821906	ІС	7	8	
5420	821905	821903	ІП	7	2	
5420	821905	821910	0Б	7		
5420	821908	821909	ПП	7	16	
5420	821910	821911	ІС	7	8	
5420	821910	821908	ІП	7	2	
5420	821911	821913	СО	7	13	
5420	821916	821919	0Б	8		
5420	821919	821923	0Б	8		
5420	821919	821920	ДС	8	4	
5420	821923	821925	СО	8	13	
5420	821923	821927	0G	8		
5420	821927	821931	0G	8		
5420	821931	821929	ПП	8	16	
5420	821931	821930	ЧК	8	15	
5420	821931	821932	ПП	8	16	
5420	821931	821934	СУ	8	13	
5420	821934	821935	СУ	8	13	
5420	821935	821936	ПП	8	16	
5420	821939	821938	ІС	9		
5420	821942	821945	0Б	10		
5420	821942	821941	ЧК	10	15	
5420	821945	821944	КЗ	10	12	
5420	821947	821948	ЧК	11	15	
5420	821947	821950	РС	11	7	
5420	821950	821949	ІС	11	8	
5420	821954	821955	КЗ	12	12	
5420	821954	821957	0Б	12		
5420	821954	821960	0Б	12		
5420	821957	821958	КЗ	12	12	
5420	821960	821961	ДС	12	4	
5420	821960	821962	ДС	12		
5420	821962	821963	РС	12	7	
5420	821963	821964	СУ	12	13	
5420	821964	821965	СУ	12	13	
5421	821969	821970	СУ	1	13	297 tri 1->2 pnum:5 wg:2
5421	821970	821971	СУ	1	13	297 tri 2->3 pnum:5 wg:2
5421	821974	821973	КЗ	2	12	
5421	821974	821975	АП	2	2	
5421	821974	821979	СО	2	13	
5421	821975	821976	ПП	2	16	
5421	821979	821978	АС	2	1	
5421	821982	821983	ІП	3	2	
5421	821983	821984	ПП	3	16	
5421	821986	821982	КЗ	3	12	
5421	821986	821989	АК	3		
5421	821989	821988	ЧК	3	15	
5421	821991	821992	КЗ	4	12	
5421	821992	821994	0П	4		
5421	821992	821997	ІС	4	8	
5421	821992	821998	ІС	4	8	
5421	821994	821995	0П	4		
5421	822000	822001	ДС	5	3	
5421	822000	822002	ДП	5	2	
5421	822000	822005	ДП	5	2	
5421	822002	822003	ПП	5	16	
5421	822005	822006	ПП	5	16	
5421	822006	822007	ІС	5	9	
5421	822009	822010	КЗ	6	12	
5421	822009	822011	ДП	6	2	
5421	822009	822014	ДП	6	2	
5421	822010	822019	ЗБ	6	10	
5421	822011	822012	ПП	6	16	
5421	822014	822015	ПП	6	16	
5421	822015	822017	СО	6	13	
5421	822019	822020	СУ	6	13	
5421	822020	822021	СУ	6	13	
5421	822021	822023	СО	6	13	
5421	822023	822024	СУ	6	13	
5421	822024	822025	СУ	6	13	
5421	822028	822030	ДС	7	3	
5421	822028	822031	ДП	7	2	
5421	822028	822033	ДП	7	2	
5421	822028	822036	0S	7		
5421	822030	822029	ІС	7	8	
5421	822031	822032	ПП	7	16	
5421	822033	822034	ПП	7	16	
5421	822036	822039	0S	7		
5421	822038	822037	ІС	7	8	
5421	822039	822038	КЗ	7	12	
5421	822039	822040	ДП	7	2	
5421	822040	822041	ПП	7	16	
5421	822045	822044	ДС	8	7	207 tri 2->1 pnum:5 wg:3
5421	822045	822043	КЗ	8	12	239 tri 2->1 pnum:5 wg:1
5421	822050	822049	ЧК	9	15	83 tri 2->1 pnum:1 wg:1
5421	822050	822048	ЧК	9	15	215 tri 2->1 pnum:5 wg:1
5421	822050	822047	КЗ	9	12	239 tri 2->1 pnum:5 wg:1
5421	822053	822052	КЗ	10	12	
5421	822053	822056	0Б	10		
5421	822056	822055	РС	10	7	
5421	822058	822059	ІС	11	9	36 tri 2->1 pnum:1 wg:1
5421	822060	822058	КЗ	11	12	6 tri 2->1 pnum:5 wg:1
5421	822063	822064	ІС	12	9	
5421	822065	822067	ДС	12	3	
5421	822065	822063	КЗ	12	12	
5421	822065	822062	ДС	12	7	
5421	822065	822074	0I	12		
5421	822067	822066	ІС	12	8	
5421	822071	822073	ПП	12	16	
5421	822073	822072	ІС	12	8	
5421	822074	822070	ДС	12	5	
5421	822074	822069	КЗ	12	12	
5421	822074	822071	ДП	12	2	
5421	822079	822078	ІС	13	8	
5421	822081	822080	ІС	13	8	
5421	822082	822084	ПП	13	16	
5421	822084	822083	ІС	13	8	
5421	822085	822086	ДС	13	3	
5421	822085	822081	ДС	13	4	
5421	822085	822079	КЗ	13	12	
5421	822085	822087	ДП	13	2	
5421	822085	822082	ДП	13	2	
5421	822085	822090	0Б	13		
5421	822087	822088	ПП	13	16	
5421	822090	822096	ДС	13	4	
5421	822090	822089	КЗ	13	12	
5421	822092	822091	ІС	13	8	
5421	822093	822094	СУ	13	13	
5421	822093	822092	АС	13	1	
5421	822094	822095	СУ	13	13	
5421	822096	822093	ІС	13	8	
5421	822098	822099	ІП	14	2	
5421	822099	822100	ПП	14	16	
5421	822103	822104	ДС	15	3	
5421	822104	822102	ІС	15	8	
5421	822108	822107	ІС	16	8	
5421	822108	822106	ІС	16	9	
5421	822112	822113	ПП	17	16	
5421	822114	822112	ІП	17	2	
5421	822116	822117	РС	17	7	
5421	822118	822116	АС	17	1	
5421	822118	822111	АС	17	1	
5421	822118	822114	КЗ	17	12	
5421	822118	822123	0Б	17		
5421	822120	822121	ЧК	17	15	
5421	822123	822120	КЗ	17	12	
5421	822123	822122	ЧК	17	15	
5421	822123	822125	СО	17	13	
5421	822123	822128	0Б	17		
5421	822128	822127	КЗ	17	12	
5421	822128	822129	ДС	17	3	
5421	822129	822130	ІС	17	9	
5421	822134	822133	ІС	18	8	
5421	822134	822132	ІС	18	8	
5421	822134	822136	ІС	18	9	
5421	822136	822137	СУ	18	13	
5421	822136	822137	СУ	18	13	
5421	822137	822138	СУ	18	13	
5421	822137	822138	СУ	18	13	
5421	822138	822141	ІС	18	9	
5421	822141	822145	СО	18	13	
5421	822141	822140	ІС	18	8	
5421	822141	822139	ІС	18	8	
5421	822145	822144	ІС	18	8	
5421	822145	822143	ІС	18	8	
5421	822149	822148	ЧК	19	15	
5421	822149	822153	ЗБ	19	10	
5421	822150	822149	ДС	19	3	
5421	822150	822147	ДС	19	7	
5421	822153	822152	АС	19	1	
5421	822156	822155	ІС	20	8	a2
5421	822157	822156	КЗ	20	12	9 tri 2->1 pnum:1 wg:1
5421	822161	822160	КЗ	21	12	6 tri 2->1 pnum:1 wg:1
5421	822161	822162	ДС	21	7	207 tri 2->1 rev pnum:5 wg:3
5421	822164	822165	РP	22	7	
5421	822165	822166	ПП	22	16	
5421	822166	822167	ІС	22	9	
5421	822168	822164	ДС	22	7	
5421	822168	822170	КЗ	22	12	
5421	822168	822169	ЧК	22	15	
5421	822168	822172	0S	22		
5421	822172	822175	0S	22		
5421	822175	822174	КЗ	22	12	
5421	822175	822176	ДП	22	2	
5421	822175	822173	ДС	22	7	
5421	822175	822178	КЗ	22	12	
5421	822175	822195	0Б	22		
5421	822176	822177	ПП	22	16	
5421	822178	822180	0G	22		
5421	822180	822181	0G	22		
5421	822184	822185	ІС	22		
5421	822184	822189	СО	22	13	
5421	822189	822188	ІС	22	8	
5421	822189	822187	ІС	22	8	
5421	822191	822192	ПП	22	16	
5421	822194	822193	ІС	22	8	
5421	822195	822194	ДС	22	4	
5421	822195	822191	ДП	22	2	
5421	822195	822184	КЗ	22	12	
5422	822199	822200	ІП	1	2	
5422	822200	822201	ПП	1	16	
5422	822204	822203	ЗБ	2	10	
5422	822204	822207	АК	2		
5422	822204	822212	0Б	2		
5422	822207	822206	ІС	2	8	
5422	822210	822211	ІС	2	8	
5422	822212	822210	КЗ	2	12	
5422	822212	822216	0Б	2		
5422	822216	822215	ЧК	2	15	
5422	822216	822217	ДП	2	2	
5422	822216	822214	КЗ	2	12	
5422	822216	822220	СО	2	13	
5422	822217	822218	ПП	2	16	
5422	822220	822222	ДС	2	7	
5422	822222	822224	СУ	2	13	
5422	822224	822225	СУ	2	13	
5422	822224	822225	СУ	2	13	
5422	822227	822228	ДП	3	2	
5422	822227	822230	КЗ	3	12	
5422	822227	822234	0Б	3		
5422	822227	822240	0Б	3		
5422	822228	822229	ПП	3	16	
5422	822232	822233	ПП	3	16	
5422	822234	822232	ЗС	3	10	
5422	822234	822235	0S	3		
5422	822235	822238	0S	3		
5422	822236	822237	ПП	3	16	
5422	822238	822236	ЗС	3	10	
5422	822240	822241	ДП	3	2	
5422	822240	822243	0П	3		
5422	822240	822250	КЗ	3	12	
5422	822241	822242	ПП	3	16	
5422	822243	822244	0П	3		
5422	822245	822247	0П	3		
5422	822247	822248	0П	3		
5422	822250	822245	ІС	3	8	
5422	822252	822253	ДП	4	2	
5422	822252	822255	КЗ	4	12	
5422	822252	822256	ДП	4	2	
5422	822252	822261	0Б	4		
5422	822253	822254	ПП	4	16	
5422	822256	822258	ПП	4	16	
5422	822258	822257	ІС	4	8	
5422	822258	822259	ІС	4	8	
5422	822261	822263	ІС	4	8	
5422	822261	822265	РС	4	7	
5422	822261	822273	0Б	4		
5422	822265	822262	РС	4	7	
5422	822270	822269	ІС	4	8	
5422	822270	822268	ІС	4	8	
5422	822273	822272	ЧК	4	15	
5422	822273	822270	КЗ	4	12	
5422	822273	822275	0S	4		
5422	822275	822276	0S	4		
5422	822276	822277	ДП	4	2	
5422	822276	822280	ДС	4	4	
5422	822276	822281	ДС	4	3	
5422	822276	822286	0S	4		
5422	822277	822279	ПП	4	16	
5422	822279	822278	ІС	4	8	
5422	822281	822282	ІС	4	8	
5422	822282	822284	СО	4	13	
5422	822286	822289	0S	4		
5422	822287	822288	ІС	4		
5422	822289	822287	КЗ	4	12	
5422	822289	822291	0П	4		
5422	822291	822294	0П	4		
5422	822294	822292	ІС	4	9	
5422	822294	822293	ІС	4	8	
5422	822299	822298	ДС	5	7	
5422	822299	822297	ДС	5	4	
5422	822299	822296	КЗ	5	12	
5422	822299	822303	0Б	5		
5422	822301	822302	ІС	5		
5422	822303	822304	ДС	5	4	
5422	822303	822301	КЗ	5	12	
5422	822303	822306	0G	5		
5422	822303	822316	0Б	5		
5422	822306	822307	0G	5		
5422	822307	822308	ІС	5		
5422	822308	822310	СУ	5	13	
5422	822310	822311	ІС	5		
5422	822310	822311	СУ	5	13	
5422	822316	822315	ІС	5	8	
5422	822316	822314	ІС	5		
5422	822316	822313	КЗ	5	12	
5422	822316	822318	0S	5		
5422	822318	822322	0S	5		
5422	822320	822321	ПП	5	16	
5422	822322	822324	СО	5	13	
5422	822322	822319	КЗ	5	12	
5422	822322	822320	ДП	5	2	
5422	822324	822326	ДС	5	4	
5422	822326	822325	ІС	5	8	
5422	822328	822335	0Б	6		
5422	822328	822329	ІП	6	2	
5422	822329	822331	ПП	6	16	
5422	822331	822330	ІС	6	8	
5422	822335	822334	ІС	6	8	
5422	822335	822333	ІС	6	9	
5422	822339	822338	ЧК	7	15	
5422	822339	822340	ДС	7	4	
5422	822339	822342	СО	7	13	
5422	822339	822344	0G	7		
5422	822342	822357	0Б	7		
5422	822344	822347	0G	7		
5422	822346	822345	ЧК	7	15	
5422	822347	822346	КЗ	7	12	
5422	822347	822348	ДП	7	2	
5422	822348	822349	ПП	7	16	
5422	822351	822354	АК	7		
5422	822351	822356	ЧК	7	15	
5422	822354	822353	ІС	7	8	
5422	822357	822360	КЗ	7	12	
5422	822357	822351	ЗВ	7		
5422	822357	822358	ЧК	7	15	
5422	822360	822359	ІС	7	8	
5422	822364	822365	ПП	8	16	
5422	822367	822366	ДС	8	3	
5422	822367	822363	КЗ	8	12	
5422	822367	822364	ДП	8	2	
5422	822367	822371	СО	8	13	
5422	822371	822370	ДС	8	7	
5422	822371	822369	ДС	8	4	
5422	822374	822379	КЗ	9	12	592  2->1 secmaster pnum:1 wg:1
5422	822374	822375	ДП	9	2	381 tri 1->2 pnum:1 wg:1
5422	822375	822377	ПП	9	16	381 tri 2->3 pnum:1 wg:1
5422	822377	822376	ІС	9	8	a2
5422	822379	822378	ІС	9	8	a2
5422	822381	822382	ЧК	10	15	
5422	822383	822381	СУ	10	13	
5422	822383	822386	СО	10	13	
5422	822383	822388	0S	10		
5422	822383	822396	0S	10		
5422	822388	822389	0S	10		
5422	822389	822390	КЗ	10	12	
5422	822389	822391	ДП	10	2	
5422	822389	822393	ДП	10	2	
5422	822391	822392	ПП	10	16	
5422	822393	822394	ПП	10	16	
5422	822396	822399	0S	10		
5422	822399	822397	ДС	10	7	
5422	822399	822398	КЗ	10	12	
5422	822399	822400	ДП	10	2	
5422	822399	822403	ДП	10	2	
5422	822400	822401	ПП	10	16	
5422	822401	822402	ІС	10	8	
5422	822403	822404	ПП	10	16	
5422	822407	822406	ЧК	11	15	
5422	822409	822410	АК	11		
5422	822409	822408	ІС	11	8	
5422	822411	822412	ПП	11	16	
5422	822414	822411	ДП	11	2	
5422	822414	822413	ЧК	11	15	
5422	822414	822409	КЗ	11	12	
5422	822414	822407	ДС	11	7	
5422	822414	822416	0G	11		
5422	822414	822421	0G	11		
5422	822416	822418	0G	11		
5422	822416	822418	0G	11		
5422	822418	822417	КЗ	11	12	
5422	822418	822419	ДС	11	3	
5422	822421	822423	0G	11		
5422	822423	822422	КЗ	11	12	
5422	822423	822424	ДП	11	2	
5422	822424	822425	ПП	11	16	
5422	822428	822429	ДП	12	2	
5422	822428	822427	КЗ	12	12	
5422	822428	822434	СО	12	13	
5422	822428	822436	0Б	12		
5422	822429	822430	ПП	12	16	
5422	822434	822432	ДС	12	3	
5422	822434	822433	ДС	12	4	
5422	822436	822437	ДС	12	4	
5422	822436	822438	ДС	12	7	
5422	822436	822439	ДС	12	3	
5422	822436	822443	СО	12	13	
5422	822441	822442	ЧС	12	11	
5422	822443	822441	ДС	12	4	
5422	822450	822451	ПП	13	16	
5422	822452	822453	КЗ	13	12	
5422	822452	822450	ДП	13	2	
5422	822452	822458	0Б	13		
5422	822455	822456	ПП	13	16	
5422	822458	822457	ІС	13	8	
5422	822458	822455	ІП	13	2	
5422	822460	822462	ПП	14	16	
5422	822462	822461	ІС	14	8	
5422	822463	822467	КЗ	14	12	
5422	822463	822460	ДП	14	2	
5422	822464	822465	0П	14		
5422	822465	822466	0П	14		
5422	822467	822464	ІС	14	8	
5423	822469	822468	КЗ	1	12	
5423	822469	822471	ДС	1	3	
5423	822469	822474	ДС	1		
5423	822469	822483	0Б	1		
5423	822471	822470	АС	1	1	
5423	822471	822476	0П	1		
5423	822476	822477	0П	1		
5423	822477	822478	КЗ	1	12	
5423	822477	822479	ДС	1	4	
5423	822483	822482	ДС	1	7	
5423	822483	822485	0П	1		
5423	822483	822489	0G	1		
5423	822485	822486	0П	1		
5423	822486	822487	ПП	1	16	
5423	822489	822492	0G	1		
5423	822492	822491	КЗ	1	12	
5423	822492	822490	ДС	1	4	
5423	822494	822495	ЧК	2	15	
5423	822497	822496	ІС	2	8	
5423	822499	822498	ДС	2	7	
5423	822499	822497	ДС	2	3	
5423	822501	822500	ДС	2	4	
5423	822501	822499	ДС	2	1	
5423	822501	822494	ДС	2	7	
5423	822504	822503	ЧК	3	15	
5423	822504	822505	ДС	3		
5423	822505	822506	КЗ	3	12	
5423	822506	822507	ІС	3	8	
5423	822506	822508	ІС	3	8	
5423	822506	822512	0D	3	7	
5423	822510	822511	ПП	3	16	
5423	822511	822513	ІС	3	8	
5423	822512	822510	0D	3	7	
5423	822517	822518	ПП	4	16	
5423	822519	822516	КЗ	4	12	
5423	822519	822517	ДП	4	2	
5423	822519	822520	ДС	4	7	
5423	822519	822523	0Б	4		
5423	822523	822522	КЗ	4	12	
5423	822523	822525	СО	4	13	
5423	822525	822527	0П	4		
5423	822527	822535	0П	4		
5423	822528	822529	ПП	4	16	
5423	822535	822528	ДП	4	2	
5423	822535	822533	КЗ	4	12	
5423	822535	822537	КЗ	4	12	
5423	822537	822536	ІС	4	8	
5423	822537	822538	ІС	4	9	
5423	822538	822539	ІС	4	8	
5423	822543	822542	ДС215 bi2 pnum:1 wg:1	5		
5423	822543	822541	КЗ5 bi2 pnum:2 wg:1	5	12	
5423	822549	822548	ДС	6	3	
5423	822549	822547	КЗ	6	12	
5423	822549	822551	ДС	6		
5423	822551	822550	ЧК	6	15	
5423	822551	822552	ЧК	6	15	
5423	822554	822555	КЗ6 back bi2 pnum:1 wg:1	7	12	
5423	822555	822556	IС фінЛ	7		
5423	822556	822558	ПП3 	7	16	
5423	822558	822557	ІС-a2 	7	8	
5423	822562	822561	ДС	8	3	
5423	822562	822560	КЗ	8	12	
5423	822562	822564	0П	8		
5423	822564	822565	0П	8		
5423	822565	822566	ПП	8	16	
5423	822568	822569	ЧК	9	15	
5423	822570	822571	ЗС	9	10	
5423	822570	822568	ЧК	9	15	
5423	822571	822572	ПП	9	16	
5423	822575	822574	ЧК116 bi2 pnum:1 wg:1	10	15	
5423	822578	822580	ЗБ	11	10	
5423	822579	822578	КЗ	11	12	
5423	822579	822593	0Б	11		
5423	822580	822581	СУ	11	13	
5423	822581	822582	СУ	11	13	
5423	822584	822585	ЧК	11	15	
5423	822590	822589	ІС	11	8	
5423	822593	822586	КЗ	11	12	
5423	822593	822584	ДС	11	7	
5423	822593	822587	ДС	11		
5423	822593	822590	КЗ	11	12	
5423	822593	822595	ДС	11	3	
5423	822593	822594	ЧК	11	15	
5423	822598	822601	ЗБ	12	10	
5423	822599	822600	ПП	12	16	
5423	822602	822598	КЗ	12	12	
5423	822602	822599	ДП	12	2	
5423	822602	822604	0Б	12		
5423	822604	822603	ДС	12	5	
5423	822604	822605	КЗ	12	12	
5423	822604	822606	ДП	12	2	
5423	822604	822609	СУ	12	13	
5423	822606	822607	ПП	12	16	
5423	822609	822612	СУ	12	13	
5423	822612	822610	ДС	12	4	
5423	822612	822614	ДС	12	3	
5423	822612	822616	СУ	12	13	
5423	822614	822613	ІС	12	8	
5423	822616	822617	СУ	12	13	
5423	822617	822618	ДС	12	3	
5423	822617	822619	ДП	12	2	
5423	822619	822620	ПП	12	16	
5423	822622	822623	ІС37 bi0 pnum:1 wg:5	13	9	
5423	822625	822626	СУ	14	13	
5423	822626	822627	ЗБ	14	10	
5423	822630	822631	АС	15	1	
5423	822631	822633	0П	15		
5423	822633	822634	0П	15		
5423	822639	822638	ЧК	16	15	
5423	822641	822640	ДС	16	7	
5423	822641	822642	ДС	16	3	
5423	822641	822639	КЗ	16	12	
5423	822641	822644	0S	16		
5423	822644	822645	0S	16		
5423	822645	822647	КЗ	16	12	
5423	822645	822646	ДС	16	5	
5424	822655	822654	ДС	2	7	
5424	822655	822658	СО	2	13	
5424	822655	822653	КЗ	2	12	
5424	822658	822661	СО	2	13	
5424	822658	822657	ДС	2	7	
5424	822661	822660	ДС	2	7	
5424	822661	822664	СО	2	13	
5424	822664	822663	ДС	2	7	
5424	822664	822666	СО	2	13	
5424	822666	822667	СУ	2	13	
5424	822667	822668	СУ	2	13	
5424	822668	822672	СО	2	13	
5424	822671	822670	ІС	2	8	
5424	822672	822674	СО	2	13	
5424	822672	822671	ДС	2	4	
5424	822674	822675	ДП	2	2	
5424	822674	822678	СО	2	13	
5424	822675	822676	ПП	2	16	
5424	822678	822679	СУ	2	13	
5424	822679	822680	СУ	2	13	
5424	822684	822683	ЗБ	3	10	
5424	822687	822686	ІС	3	8	
5424	822687	822684	КЗ	3	12	
5424	822691	822692	ЧК	4	15	
5424	822691	822694	0G	4		
5424	822694	822697	0G	4		
5424	822695	822696	ПП	4	16	
5424	822697	822699	КЗ	4	12	
5424	822697	822695	ДП	4	2	
5424	822699	822698	ІС	4	8	
5424	822699	822700	ІС	4	8	
5424	822699	822702	АК	4		
5424	822706	822705	ІС	5	8	a2
5424	822706	822704	ІС	5	8	a2
5424	822710	822709	КЗ	6	12	
5424	822710	822711	ДП	6	2	
5424	822710	822714	0G	6		
5424	822711	822712	ПП	6	16	
5424	822714	822716	0G	6		
5424	822716	822715	КЗ	6	12	
5424	822716	822718	ДС	6	3	
5424	822716	822720	0G	6		
5424	822716	822726	0G	6		
5424	822718	822717	ІС	6	8	
5424	822720	822722	0G	6		
5424	822722	822721	ІС	6	8	
5424	822722	822723	ІП	6	2	
5424	822723	822724	ПП	6	16	
5424	822726	822728	0G	6		
5424	822728	822729	АК	6		
5424	822728	822727	ІС	6	8	
5424	822729	822732	0F	6		
5424	822732	822731	КЗ	6	12	
5424	822732	822734	ДС	6	3	
5424	822732	822733	ДС	6	5	
5424	822732	822737	СУ	6	13	
5424	822734	822735	ІП	6	2	
5424	822735	822736	ПП	6	16	
5424	822737	822741	СУ	6	13	
5424	822738	822739	ПП	6	16	
5424	822741	822740	ДС	6	7	
5424	822741	822738	ДП	6	2	
5424	822741	822743	0S	6		
5424	822743	822752	0S	6		
5424	822744	822745	ЧС	6	11	
5424	822745	822748	АК	6		
5424	822748	822747	ІС	6	8	
5424	822750	822751	ПП	6	16	
5424	822752	822744	КЗ	6	12	
5424	822752	822749	ДС	6	7	
5424	822752	822750	ДП	6	2	
5424	822754	822756	0Б	7		
5424	822754	822767	0G	7		
5424	822756	822757	0G	7		
5424	822757	822758	0G	7		
5424	822758	822759	ІП	7	2	
5424	822758	822761	ІП	7	2	
5424	822758	822765	АК	7		
5424	822759	822760	ПП	7	16	
5424	822761	822762	ПП	7	16	
5424	822765	822764	ІС	7	8	
5424	822767	822768	ЧК	7	15	
5424	822767	822773	0G	7		
5424	822771	822770	ІС	7	8	
5424	822773	822771	КЗ	7	12	
5424	822773	822772	АС	7	1	
5424	822773	822774	АП	7	2	
5424	822774	822775	ПП	7	16	
5424	822775	822776	ІС	7	9	
5424	822779	822778	ІС	8	8	
5424	822779	822782	СО	8	13	
5424	822782	822781	ІС	8	8	
5424	822783	822785	ПП	8	16	
5424	822785	822784	ІС	8	8	
5424	822787	822786	КЗ	8	12	
5424	822787	822783	ДП	8	2	
5424	822787	822789	0D	8	7	
5424	822787	822779	ДС	8	4	
5424	822789	822791	ІС	8	9	
5424	822789	822792	ДП	8	2	
5424	822789	822796	ДП	8	2	
5424	822791	822790	ІС	8	8	
5424	822792	822794	ПП	8	16	
5424	822794	822793	ІС	8	8	
5424	822796	822798	ПП	8	16	
5424	822798	822797	ІС	8	8	
5424	822802	822801	ЧК	9	15	
5424	822802	822800	КЗ	9	12	
5424	822802	822803	СУ	9	13	
5424	822803	822807	СУ	9	13	
5424	822803	822804	СУ	9	13	
5424	822804	822806	СО	9	13	
5424	822807	822808	ДС	9	7	
5424	822807	822809	ДС	9	3	
5424	822807	822811	СУ	9	13	
5424	822811	822812	ЧК	9	14	
5424	822814	822815	ДС	10	7	
5424	822814	822816	КЗ	10	12	
5424	822814	822820	0Б	10		
5424	822816	822817	ДП	10	2	
5424	822817	822818	ПП	10	16	
5424	822820	822821	ДС	10	3	
5424	822820	822822	КЗ	10	12	
5424	822820	822823	ДП	10	2	
5424	822820	822825	СУ	10	13	
5424	822823	822824	ПП	10	16	
5424	822825	822829	СУ	10	13	
5424	822827	822828	СУ	10	13	
5424	822829	822827	ДС	10	3	
5424	822829	822826	ДС	10	4	
5424	822832	822831	ГЗ	11		
5424	822832	822833	КЗ	11	12	
5424	822832	822844	0Б	11		
5424	822833	822834	ІС	11	8	
5424	822833	822836	АК	11		
5424	822833	822838	ІС	11	8	
5424	822838	822839	АП	11	2	
5424	822839	822841	ПП	11	16	
5424	822841	822840	ІС	11	8	
5424	822844	822843	ГЗ	11		
5424	822844	822845	КЗ	11	12	
5424	822844	822850	0Б	11		
5424	822847	822848	ІС	11	9	
5424	822850	822847	КЗ	11	12	
5425	822854	822855	ІП	1	2	
5425	822854	822867	0Б	1		
5425	822855	822856	ПП	1	16	
5425	822856	822858	0P	1	19	
5425	822858	822859	АП	1	2	
5425	822858	822862	АП	1	2	
5425	822859	822861	ПП	1	16	
5425	822861	822860	ІС	1	8	
5425	822862	822863	ПП	1	16	
5425	822867	822868	ДС	1	4	
5425	822867	822866	ДС	1	4	
5425	822867	822865	ДС	1	7	
5425	822867	822869	ДС	1	4	
5425	822867	822864	ЧК	1	15	
5425	822871	822873	КЗ	2	12	
5425	822871	822876	КЗ	2	12	
5425	822876	822875	ЧК	2	15	
5425	822879	822878	ЧК	3	15	
5425	822880	822879	ЧК	3	14	
5425	822881	822883	0П	3		
5425	822881	822880	ЧК	3	15	
5425	822883	822885	0П	3		
5425	822885	822884	ІС	3	8	
5425	822888	822887	ЧК	3	15	
5425	822888	822889	ДП	3	2	
5425	822888	822892	СУ	3	13	
5425	822888	822881	КЗ	3	12	
5425	822889	822891	ПП	3	16	
5425	822891	822890	ІС	3	8	
5425	822892	822894	СУ	3	13	
5425	822894	822895	ДП	3	2	
5425	822894	822893	ДС	3	3	
5425	822895	822897	ПП	3	16	
5425	822897	822896	ІС	3	8	
5425	822902	822899	ЗВ	4		
5425	822902	822901	КЗ	4	12	
5425	822904	822905	ПП	5	16	
5425	822904	822906	СУ	5	13	
5425	822906	822907	СУ	5	13	
5425	822908	822904	ДП	5	2	
5425	822908	822909	КЗ	5	12	
5425	822908	822910	ІП	5	2	
5425	822908	822913	СО	5	13	
5425	822910	822911	ПП	5	16	
5425	822913	822914	ДП	5	2	
5425	822913	822922	СУ	5	13	
5425	822913	822919	ДП	5	2	
5425	822914	822915	ПП	5	16	
5425	822914	822917	ПП	5	16	
5425	822919	822920	ПП	5	16	
5425	822922	822925	СУ	5	13	
